,,,,WITHIN-PHRASE GRAMMATICAL_400-900ms MEAN AMPLITUDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WITHIN-PHRASE NUMBER VIOLATION_400-900ms MEAN AMPLITUDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WITHIN-PHRASE GENDER VIOLATION_400-900ms MEAN AMPLITUDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,17,ADVANCED,42,-3.021119595,3.281099796,-3.193463802,-0.062976569,3.04262805,3.505028725,2.607352972,1.23089838,1.636197925,3.023160934,2.843302727,1.278954983,1.091904283,1.567317009,1.233512402,0.00658664,3.318164825,-4.340163231,0.799129546,-0.09929131,3.106170893,2.951027632,2.958189487,0.511977732,3.739316702,2.17604661,0.621694803,0.805553615,0.923870862,1.567356229,1.837947965,-1.729158282,6.841201782,-1.740676522,-0.229135409,4.969521999,6.343900681,6.77455616,5.598304749,3.909365177,7.193742752,6.031395435,2.902969837,2.158624649,3.315672636,3.654558897,5.331667423,5.949372292,-3.166571617,2.576551199,0.266904324,4.689591885,6.584749222,7.166180611,5.43676424,6.392831802,4.047840118,1.347057462,1.894392848,2.183586597,3.03091836,5.33788681,-2.892991543,4.037330151,-3.222858191,-0.32942912,4.20277977,4.008804321,3.268506289,1.746298432,3.090054989,3.972337008,3.98066926,2.397159576,1.979396701,1.612573266,1.159469128,1.621474743,4.365475178,-4.660995483,0.77518487,0.630080104,3.222540617,3.505265236,3.954620123,1.871793866,4.132272243,2.417810917,1.056652069,1.237897754,1.212973356,1.157823801,2.311247587
21,13,ADVANCED,42,-1.031173944,4.536013603,-2.046791553,1.467465043,2.373434544,5.820281029,4.616730213,4.522747517,1.520889163,5.28911972,3.805710316,1.303828359,1.766463161,3.837357759,2.179129601,3.433362246,2.936899185,-1.1187433,1.04047513,0.168940529,5.060585499,4.415708542,5.544197559,3.568143606,4.293471813,3.28259778,3.473352194,2.162394285,3.411209583,2.770347834,4.720922947,-0.876005828,8.629751205,-1.484864712,1.742503762,4.188150406,9.363693237,8.29833889,7.818209648,4.190251827,9.775214195,5.949874878,2.754768372,2.289294958,6.871105194,3.074484348,6.40427494,6.504673958,-1.110486627,4.225932121,0.894610643,8.376570702,7.43287468,9.817297935,6.874236107,7.922911644,6.931666851,4.743997574,2.35977006,5.566758156,2.630941153,7.591517448,-0.358585685,8.243062973,-1.308763862,1.703974366,5.042742729,8.743421555,7.672420979,7.452661514,4.876311302,9.683850288,6.140583038,3.13181591,2.259241581,5.190670013,2.306051493,5.903219223,7.090222836,-0.298073202,4.225106716,1.560217023,7.356210232,7.360355854,9.548443794,6.464074612,8.141589165,5.629536629,3.458079576,2.131251097,3.634323835,2.140537739,6.727757454
22,16,ADVANCED,41,-3.988251925,3.352849483,-4.322423458,-0.019386198,2.054505825,3.903664827,2.744458914,0.454967558,1.338064075,2.870009661,2.899204254,0.2411782,1.435158849,5.203801155,1.747738004,0.898041546,2.544596195,-4.604914665,1.667039514,0.851322293,3.431582928,2.949272871,3.342852354,0.521652997,3.299442768,2.905554533,2.42259717,1.805294156,4.083220482,2.331145763,4.074075222,-1.923919916,6.233361244,-2.797930717,0.006041383,2.627287865,5.282230854,5.831428528,3.614346266,2.600822687,6.51583147,4.283238411,1.424208045,0.820655763,4.289186954,3.413807154,4.428394794,3.655676842,-2.706284285,2.513059378,-0.986781478,4.907274723,5.339010715,6.170781612,4.068295002,5.327809811,3.740845442,1.513365507,1.319991469,2.800210953,2.857902288,4.179923534,-0.574251592,4.320471764,-0.897468507,-1.309767604,1.884649158,3.763251781,4.473422527,2.313534975,1.708546162,4.523970604,3.245907307,1.157099366,0.825955272,2.156011105,3.031549454,3.586793184,2.576558828,-0.966447592,1.714920521,0.248420522,2.749810219,4.460821152,3.957043648,3.036707878,3.707962036,2.08808279,-0.542184055,1.805198669,0.879377127,2.207446098,2.76321435
23,12,ADVANCED,40,-1.248693466,5.269650459,-1.899799347,0.628695548,5.865306377,4.771525383,4.456332684,2.218695879,4.547843933,5.307211399,5.909836292,4.009801388,4.343761921,2.334595203,2.567800999,1.476911068,6.162791252,-2.330739975,3.277223349,3.140632391,5.151530743,5.683185101,3.905401707,1.459276199,6.062584877,5.012469769,2.351628304,4.503547668,2.832700968,4.026013374,1.956104159,-0.246172845,10.38335514,0.048797913,1.273512721,6.880632877,9.204731941,8.501690865,8.078569412,6.178765297,10.96573925,7.902538776,5.674315453,4.944169998,4.359848499,4.295599937,6.549929142,8.092830658,-1.445801497,4.948224545,3.26077199,8.348095894,8.532197952,10.17818546,7.673903465,9.553030014,6.678736687,3.083337784,6.436271191,4.294883251,5.45714426,5.09944582,5.030709743,13.03738022,4.123515606,6.671868324,10.59472561,11.06624031,11.05000305,7.28243494,10.61386871,12.79337215,11.15081501,9.719220161,7.455289841,5.995753288,5.338461876,6.126213551,12.11056709,4.385011196,8.998364449,6.672197342,10.68004799,11.40771198,11.43136215,6.776185036,13.10493851,10.00273323,7.272634029,7.444504738,6.778131962,6.684291363,5.112568855
24,20,ADVANCED,45,0.563111246,9.116360664,-0.363029391,-0.579651892,7.155870438,8.750653267,8.010654449,3.198354244,5.69314146,8.808278084,9.437252045,5.245760441,3.959899664,4.164905071,4.733307838,2.80571866,7.171682358,0.003954359,4.32759285,3.506165504,7.86965847,9.599604607,7.966292381,2.737307549,8.106306076,6.844460011,0.715751052,5.305699825,2.242507458,5.934182167,4.109678268,1.03119719,13.24111462,0.135118976,-1.204677701,7.965874195,12.88220501,14.12242222,8.885123253,6.28107214,14.98211956,11.73112106,4.813435555,5.069513321,8.239188194,9.038363457,9.045044899,8.545972824,0.659260213,4.481890678,4.343218327,10.05636501,14.07823181,13.70852757,8.912339211,10.48130131,7.377417088,1.640604973,6.863535404,5.070851326,9.348236084,8.737888336,-0.145375341,12.49761677,-0.69901377,-1.085578918,7.383152962,10.60828018,12.62594128,9.565694809,5.187609673,13.66724205,10.36029911,4.79062891,3.505938053,5.361184597,7.557592869,8.93858242,7.27581501,-0.354874253,4.091161251,2.723700047,8.52381897,11.85855484,11.67418671,8.940526962,9.672673225,6.328489304,0.509226024,4.479221344,2.851022959,7.000744343,7.125747681
25,14,ADVANCED,40,-7.996838093,-0.960984886,-8.250491142,-4.488202095,-1.290447831,0.872935593,-0.336735696,-0.967697203,-3.126715899,-0.427857071,-0.099040143,-2.943166733,0.569102824,1.221012592,-0.11788436,-0.67398721,-1.97454679,-7.472702026,-3.198633909,-2.183025122,0.45895353,-0.066949271,0.873751879,-0.920567572,-1.396038651,-1.318423271,-0.690314651,0.944358647,1.012441158,1.181629777,0.948072731,-9.205510139,2.609985828,-8.367236137,-8.809959412,-1.145966649,2.467059374,4.867022514,4.412396908,-4.120296955,4.512178421,1.30550158,-2.960422993,1.299861193,1.38928628,4.554910183,5.638245583,-2.477842569,-9.492696762,-5.632278442,-0.243408352,0.004814676,3.125961304,5.352832794,4.614992142,-0.403802931,-2.651966333,-4.33465147,2.879582882,-1.752712727,3.588022709,3.160872459,-8.292970657,2.571557999,-7.102106571,-6.330455303,-0.067752339,2.576289654,4.567820549,2.863219261,-3.565678358,3.554298878,1.952778459,-2.161134958,2.627672911,0.925670445,3.201069593,4.02170372,-1.767361164,-9.150014877,-5.061158657,0.786531329,0.224414945,3.164333344,4.670608997,2.997361422,0.215021357,-2.529999971,-3.190633774,3.125009775,-0.529373109,3.595701456,2.12859416
26,15,ADVANCED,42,-5.459121704,0.119534627,-5.631382942,-1.480060101,-0.159125417,1.40451169,0.153933182,1.454443455,-1.102398872,-0.100646138,-0.064913884,-1.981930256,4.424715996,2.149672031,0.788376868,0.800462306,-0.290635765,-6.986358166,-0.330634147,-0.567728341,1.183116674,-0.291897714,1.602416754,1.07855618,-0.14086026,0.091582097,0.4875108,0.461592048,1.776425242,0.69606179,1.74659884,-3.877386093,12.37756443,-5.644749165,0.099078208,4.977610111,10.62925529,9.934938431,6.072546005,4.255827904,13.05851841,7.069393158,2.946807623,6.529220104,5.180922031,5.183598995,6.207157612,7.568078995,-4.456653118,4.503214359,-1.215651631,9.469361305,8.991471291,10.76299763,5.962107182,10.30627441,7.081314564,2.661971807,3.260362148,5.003977776,4.531650543,4.974698544,-5.415429115,5.989041328,-7.213496208,-2.0037148,1.086454511,4.761280537,4.02130127,2.044980764,0.357144952,5.728028297,2.623406887,-0.807974696,7.295378685,1.494642258,0.551641107,1.781496763,2.895901918,-7.343788624,1.255511642,-0.293796092,4.184247971,3.674275637,4.865550041,1.73513937,4.851799488,2.868633747,0.630577922,1.456844687,0.71049881,2.166477203,0.969762802
27,14,ADVANCED,42,1.108379126,4.539863586,1.162203908,2.053699255,4.356375694,5.019594669,3.837992668,2.149334908,4.856698513,4.177130699,4.566603661,3.327214003,2.623280764,3.414835453,1.548271894,1.620926857,5.861486435,-0.064387321,3.114092112,2.199761868,5.396547318,4.160815239,4.581039429,2.023044109,4.63875246,4.110117912,3.121997118,3.051157713,3.850147009,3.088664055,2.702714205,-7.894062996,1.885246754,-7.643168449,-4.359317303,-0.936093748,1.921725869,0.755671024,0.044590782,-3.531863689,1.478095531,1.774116278,-3.699270964,0.61537081,0.971384943,-0.309803188,-0.549510956,-1.46590364,-8.926749229,-4.389621735,-0.327449769,1.363170266,1.778216958,1.536932111,-0.139392018,0.942691743,-2.67070055,-1.287494302,1.03973496,0.044929478,0.268724144,0.39960736,-2.799197435,1.784279823,-3.098061085,-1.449435115,2.700929403,1.903498769,0.743573725,-0.153279424,0.000259196,1.412050009,2.251283646,0.356980741,2.358472586,0.286518335,-0.188308313,-0.249243066,1.694562554,-3.37825036,-1.014782786,1.888908386,1.513518929,1.367511511,1.15628016,0.042628776,1.545231938,-0.454320163,-0.01369649,1.906404018,0.239671275,0.579111099,0.522682786
28,15,ADVANCED,44,-1.525072932,2.308118343,-1.857135177,0.574867725,-0.443672031,2.685807943,2.019983053,1.765590191,-0.257708818,2.460540056,1.064543128,-1.187734485,-0.339606673,2.647267342,0.730637074,1.139332294,0.747527301,-1.118472576,0.142266989,-0.860581517,2.196466446,1.711175203,2.841977119,1.387907028,1.780972004,1.082038522,1.005530596,0.569260895,2.216169357,1.026180983,2.624146461,-0.336504042,5.786284924,-0.052633338,0.25104326,2.268950701,5.815630913,5.027454376,4.822181225,1.224626184,6.117036343,3.741659164,1.375312209,3.007455587,4.238154888,3.291594505,4.347998142,2.273430347,0.101918735,1.157877803,2.630641222,4.397992611,4.934804916,6.173826218,4.427290916,4.256201267,2.830122709,2.150454998,3.237399817,3.522973299,3.591475487,4.462305546,0.36844182,2.329491854,0.874862373,0.255546212,0.517309189,2.458549261,3.116732359,3.265810013,-0.742390573,3.253495216,1.224911571,0.089380682,1.355114222,2.058484077,2.137617588,3.113387108,0.007205826,0.458679974,0.146338716,2.20741725,1.837600708,2.984187126,2.998157978,3.110731602,0.94195962,1.010477543,0.163547978,1.780414701,0.936722815,1.859897017,2.266846657
29,14,ADVANCED,43,-0.809838295,3.984606504,-1.283517718,-0.180078045,3.408904791,2.877655029,3.678549528,0.395191908,2.93163228,2.994819403,4.014086723,2.243682861,2.910560369,2.664629698,2.273281336,0.966003418,4.56961298,-1.952929974,1.596117377,1.669553399,3.286495686,3.95809269,2.498680115,0.451819927,4.754454613,2.699620008,1.531755805,2.804883957,2.585811615,2.597597837,1.997011423,-2.020801306,2.716392279,-2.791661739,-2.110300064,3.085100174,2.907992363,3.290845633,3.783333302,1.331447244,3.742180109,3.215886593,1.39046824,1.208756566,2.978814125,2.010042191,3.366504192,2.813922167,-2.504187584,-0.081527099,-0.057672802,1.812944651,3.417310476,3.777784824,3.620217562,2.823276997,0.318080038,-0.076848954,1.41329968,1.882891893,1.803937554,3.888575554,-2.523108482,7.057779312,-3.016098738,-2.003087521,7.430783749,6.07738018,6.672206879,4.849549294,3.853080988,6.73256588,7.741633415,3.859077692,2.896240711,3.861701488,4.445532799,4.888630867,6.7044034,-3.289605141,2.300573349,1.787256122,5.799990177,7.333999634,6.332288742,4.746632576,7.799032688,4.840553284,0.686575651,3.570430279,2.404897928,4.258615494,5.141278744
30,17,ADVANCED,44,-3.730773449,3.807370663,-3.595089912,-2.711422682,2.932011843,2.452887774,3.962527037,0.857830524,1.664633751,3.702838898,4.370350838,1.560847163,2.512052059,0.300300628,3.051729441,1.656532645,3.246663809,-5.153110027,0.484664142,0.879970014,2.391256809,4.378159523,2.151022196,1.387403011,3.631775379,1.734798551,-0.66146189,2.832949162,-0.156450391,3.521888018,0.264917433,-2.662665129,7.567777157,-2.831799507,0.709230244,3.648185968,5.760176659,7.472553253,4.327698231,2.830518484,8.25052166,5.268800735,2.066366434,1.025628686,2.534426689,4.004070759,4.936021805,5.245751381,-2.698945761,2.676321983,0.214456692,4.99805975,6.354766846,6.183393002,4.768113613,6.452009678,4.295395374,1.114913702,1.828058004,1.696575403,2.920139313,3.189104557,-5.627061367,6.51069212,-5.397201061,-3.598702192,1.79035449,4.482727051,7.464118004,4.634128094,-1.205046654,8.151063919,4.408910751,-0.328654647,0.71954459,0.812156856,5.131577492,4.962799549,1.488034129,-6.396107674,-1.183275938,-1.263415575,2.76030159,6.302056789,6.006178856,4.750427723,4.105953217,0.772640824,-2.106993198,2.449271202,-0.949763298,4.067574978,2.849218369
31,12,INTERMEDIATE,38,-6.291416168,0.842315078,-6.50473547,-4.566548347,1.297651052,0.560757101,2.547004223,3.023429632,-0.205071688,1.208220482,1.522184491,-0.387076557,1.734424114,1.301355362,3.306846142,2.794842482,1.947504282,-9.22777462,-1.132858515,-0.804704785,-0.134492546,1.821661115,1.881895542,3.081638575,1.457388282,-0.080440752,-1.742821813,2.073221445,0.405164808,2.906351328,2.468962908,-4.461335659,6.55821991,-5.508232117,-3.701196194,5.26253891,6.302141666,6.952401638,8.012645721,3.526843071,8.196667671,5.919077396,2.409095049,3.129657745,2.79937315,5.256504536,6.720288754,6.708167076,-6.721096516,3.050329685,0.570151925,4.772528172,5.981618404,7.744987011,7.541431427,6.385128498,4.08534193,-0.668536186,3.216564178,1.147307038,4.918642998,6.002096176,-10.74507809,-2.056065559,-11.51066399,-5.446395874,-3.429094076,0.370805264,1.488047719,4.894994736,-4.957724571,0.70705694,-1.293940902,-5.448895931,-0.623834431,2.258493423,2.927698851,2.429812431,-3.811500311,-12.56134796,-2.175110579,-3.878071785,-1.082192421,-0.000380961,2.706030607,3.779301882,-3.547964334,-1.572703242,-2.105071783,0.3393583,1.097844362,2.218208313,4.440799236
32,13,INTERMEDIATE,32,-0.808198631,5.380970478,-1.597669125,0.327786535,5.010482311,5.686789036,4.652634144,2.023775816,3.923138618,4.705199242,5.376634121,3.365487099,2.244217396,4.005516052,2.711221933,1.604040623,5.910336971,-1.475349665,3.452614784,0.924964845,5.280989647,5.428834915,5.190950871,1.39683342,5.881247044,4.72187233,1.971541524,2.7397964,3.28910923,2.906790972,4.025875092,-1.751379132,11.19901657,-1.443675995,0.532428443,6.915828228,9.111966133,10.22443867,6.04434967,5.005363941,11.21790695,8.490750313,3.642070532,2.715946913,4.416279793,6.615629196,6.743375778,8.336950302,-1.818467498,4.201344967,1.076290369,8.16947937,10.05316162,9.344272614,6.230566502,9.996006012,6.836999893,2.501687288,3.756709099,3.416703224,5.662943363,4.807107925,-2.358545542,9.007667542,-2.650004864,-1.083021998,6.422575474,8.114413261,8.31708622,6.191390038,5.260551453,8.85100174,7.485995293,4.111777782,1.613845944,4.721500874,5.7595644,6.776885033,8.213121414,-3.809506178,3.97608304,-0.15968509,7.318266392,7.973778248,8.651310921,5.920571327,9.018856049,6.255367756,1.277806759,2.616725922,2.753155231,4.427457809,6.449876785
33,11,INTERMEDIATE,35,-11.97809696,0.119532734,-10.66298008,-3.674307346,-0.558186531,1.590379953,0.526889741,-0.037791718,-3.429035902,0.162368804,0.134303287,-2.430112839,-2.369488716,0.711199939,1.073337317,0.221583471,-1.157082915,-13.16730595,-2.975928307,-3.704163313,1.071444392,0.219562843,1.081741214,-0.168604493,-0.149736792,-0.52274549,-1.552832007,-0.680788577,-0.038916864,0.082870044,0.276549101,-12.49321461,0.09082903,-10.81367683,-5.068263054,0.215539649,-0.426209599,2.172780275,2.328978062,-3.643727064,1.688635588,0.436832905,-1.596075296,-0.854775488,0.513663948,2.815556765,3.135450363,-1.085219502,-15.33277321,-4.788948059,-2.585301161,-1.173114419,1.046049953,0.825726926,2.334807396,-0.379600167,-1.714917779,-1.558945894,0.029801898,-0.254403979,1.046341777,0.950096786,-16.26836205,-3.344785929,-16.57741547,-5.240118504,-5.277995586,-2.020868063,-2.464406252,0.763803244,-5.673753738,-1.485769153,-4.782374382,-6.592896938,-4.836907864,1.154086828,-1.380340815,0.362096429,-3.993278265,-17.60146523,-5.848419189,-7.490252495,-2.586076975,-4.378848553,0.312913507,0.136835352,-3.883041859,-3.167716742,-1.678438663,-3.834700584,0.16409792,-2.712665319,1.316674471
34,16,INTERMEDIATE,37,-6.624717712,-0.396245599,-6.469151974,-4.278433323,-1.837114096,0.296411961,0.437986135,0.697002053,-2.010692835,0.432350963,-1.07813406,-3.196382523,-2.299276114,0.320293933,0.656649768,-0.018825097,-0.775192618,-6.754744053,-2.9002738,-3.432093143,-0.098157808,-0.400306791,1.494441509,0.307853341,-0.778557897,-1.178410649,-1.898136973,-1.146712899,-0.421969265,0.55065006,1.467068672,-5.429858208,1.467356682,-5.627215862,-3.20650959,-1.281534076,1.434811473,0.712371945,1.368496895,-0.906691253,2.274505138,-0.253241569,-2.42775631,-1.133572698,1.188842177,0.5123927,0.754902601,0.015370336,-5.9812994,-2.511394501,-2.148456097,0.805857837,-0.049552605,2.657706022,0.838673294,1.120920897,-1.023567438,-0.972854376,-0.447667301,0.409709007,0.342484981,1.802396774,-6.411762238,-1.531321764,-6.459702969,-4.461480618,-3.105775595,-0.71907413,-1.811724067,0.409033895,-3.057537317,-0.776123226,-3.086802483,-4.085741997,-2.079346418,0.033536267,-1.131971717,-0.515823126,-2.508378506,-6.914543629,-4.142602444,-3.11402607,-1.377580643,-2.53392148,0.339329481,-0.102910452,-2.310709715,-2.736680984,-2.252653599,-1.622649908,-1.055825233,-1.293037653,0.868465424
35,15,INTERMEDIATE,34,-3.904481649,4.642586231,-5.067722321,-2.621525526,0.753812373,4.682203293,3.454678774,2.944060802,-0.041680392,5.602768898,1.976732135,-0.334162742,-0.406606913,1.2809304,3.124958515,2.391155005,1.037616491,-5.601715088,-1.24897337,-1.848149419,3.237996578,2.886368752,5.033810616,2.120617151,3.061136961,0.49833566,-0.983539045,0.568163633,0.115977399,2.317332506,1.906685472,-1.270544529,10.56466389,-0.686292768,-2.948237181,6.63038969,8.422420502,9.722125053,7.245383263,2.715353727,11.9009428,8.142430305,4.089880466,3.393496513,0.619022906,5.336140633,6.967322826,5.708506107,-3.244817019,1.12012136,1.209632516,5.992571354,8.989933014,9.758804321,6.845557213,8.230398178,2.911301851,-1.797753692,4.337637901,-0.789725482,4.928017616,3.23265624,-0.262060583,7.620208263,-1.158485889,-0.375706136,4.654299736,8.265916824,7.282836437,5.957976818,3.550483227,8.787963867,6.056247711,2.855010986,1.5000664,1.661934495,3.989246845,5.140967369,5.192855835,-1.677950382,3.030234098,1.571528912,6.116455555,6.967013836,8.78687191,5.166229725,6.128139496,4.387355328,0.998370469,2.255360603,1.224979877,3.337996721,2.781364202
36,14,INTERMEDIATE,31,-11.92820263,-0.960891128,-13.05522633,-8.280605316,-1.449517012,0.12422099,2.004323006,3.129361153,-1.847072959,1.273815751,-1.548991084,-3.018311024,0.223759517,1.186961651,3.172945738,2.358005285,-0.084237136,-12.3787899,-3.271111727,-3.177483797,-0.553751409,-0.131650925,0.936954021,1.892308235,-1.277012348,-1.204753876,-2.157248259,1.405945063,0.397079289,2.508776903,2.461558819,-11.81884289,6.88440752,-14.07060814,-8.960952759,4.198467255,8.041202545,8.787079811,7.705778599,1.973380923,8.739876747,5.302730083,0.36007601,3.292838335,5.099515915,8.539247513,6.732439518,6.113774776,-13.95721817,-1.50930357,-4.695039749,5.613241196,7.616589546,9.301253319,6.821250916,6.754284859,2.813231468,-1.426116705,5.718615055,2.278892517,7.153641224,6.303293228,-11.84052277,0.320135981,-14.59724522,-7.928587914,-0.249737591,0.70220685,0.471914828,2.845476389,0.732288718,1.399554968,-0.774522841,-2.433250666,-1.274903893,1.3235116,2.887700319,0.446558297,3.558809757,-14.57010365,-2.04933691,-6.251670837,1.469007373,-0.413918316,1.168585181,1.344810724,2.081861019,1.363210559,-1.231292248,0.382870793,-0.026964232,1.458777189,2.007290125
37,15,INTERMEDIATE,32,-1.375176311,2.818826437,-0.95705086,1.07509923,2.675168276,3.522179604,3.374264717,1.892301083,3.719535589,2.775322914,3.379747391,1.923024893,1.206251144,3.211267948,2.073591948,1.78171432,1.942672014,-2.263000965,2.927648783,0.308078378,3.506875515,3.385673285,3.40527153,1.485941291,2.206596375,3.529128551,2.334690094,1.554484367,2.709123611,2.140090942,2.328595877,-4.115605831,4.758127213,-3.257198572,-1.222269297,2.241253376,4.471483231,5.096108913,3.897476912,-0.332509935,5.19050312,3.344097137,0.607624352,0.296701163,2.383867741,2.338474274,3.062434435,1.840228677,-4.1521101,0.896515727,-1.527844667,3.497581482,4.654080868,5.372954369,3.000017881,3.404750347,2.956069231,0.911154032,1.813110948,1.47905004,1.863029718,3.228071213,-3.408102512,6.119328022,-3.163040876,-0.943139017,1.576855898,5.005812168,5.322266102,4.507016182,0.40847379,6.786923409,2.858804941,0.676417053,1.325701714,1.769943833,3.272064209,3.754075527,1.92393887,-3.775149345,1.396854639,-0.144473314,3.591338873,4.136305809,6.240709305,3.737797022,4.156324387,3.231914759,0.733195901,2.222794771,1.277387738,2.657892466,3.078075886
38,15,INTERMEDIATE,38,-6.019196987,3.247357845,-7.187029839,-2.455954313,1.857139111,2.784406424,3.394126415,0.490463108,0.949513316,3.448132992,3.408638716,-0.034766901,1.86382544,0.302420527,2.395290852,1.203240514,2.752642393,-6.83159399,0.59423995,-0.671118617,2.238491774,3.681782961,2.846461535,1.159733295,3.234339952,2.044686079,0.261279136,2.445205927,0.544832349,3.234359026,-0.016275924,-2.775890827,6.104847908,-3.870021105,-1.277393699,3.697056532,4.953042507,6.787564754,2.187788725,2.995467663,6.891145706,5.362484932,1.489153862,2.992823601,1.254782319,3.893586159,3.780651569,4.998613358,-3.532979965,2.23396945,1.183111668,3.910778046,6.245106697,5.223969936,3.414204597,5.620473862,3.913330317,0.242556974,3.181107521,1.462723494,3.885609627,1.003229976,-1.291036963,6.676651478,-1.088596106,-1.268633604,6.850156307,6.168472767,6.704717636,1.262646794,5.505659103,6.326686859,7.084470272,5.391836166,4.627660275,2.902397871,2.75769043,1.709456682,7.069673061,-1.861192822,4.258574963,3.520311594,5.390906334,7.270846367,5.786682606,1.440447927,6.795862198,5.433846474,1.365177512,4.391109943,2.75933671,4.481775761,1.710481286
